39907.xml 3.196790874397329
75433.xml 1.7810738456978592
80280.xml 1.6637677594439884
79565.xml 1.6026554574982854
19417.xml 1.4987842928837467
23349.xml 1.4240561750575726
78572.xml 1.2627200117278727
78574.xml 1.2540346132014737
53361.xml 1.0854600479504093
64772.xml 1.0123943295885984
67327.xml 1.0079251921104189
85535.xml 1.0005636722031754
19409.xml 0.981531488524834
83267.xml 0.9553721671232236
26648.xml 0.8264509919417271
82908.xml 0.7020438842721878
80283.xml 0.6798810987827489
85411.xml 0.6027398599328809
75435.xml 0.4901207072854061
75431.xml 0.47452085216572853
78580.xml 0.47388767800764864
75429.xml 0.45103324603037437
19408.xml 0.39706056287608793
6318.xml 0.25821989547345847
53269.xml 0.14151475788521684
50614.xml 0.10444927077324845
23361.xml 0
64482.xml 0
76408.xml 0
82191.xml 0
85997.xml 0
76411.xml -0.0681861995130941
19420.xml -0.08936667630448164
76403.xml -0.09016377268595625
82188.xml -0.499343444955075
19885.xml -0.5208112666766233
80282.xml -0.5215520362339766
54538.xml -0.55075794861256
80290.xml -0.5517546324758978
79552.xml -0.5537588614581069
78582.xml -0.5547664461018872
3148.xml -0.6280371063226824
80285.xml -0.6498483454386774
78577.xml -0.6757190986639994
83868.xml -0.7108028959997614
81465.xml -0.7527150016036741
81462.xml -0.774553072919232
79548.xml -0.7767660164863271
83810.xml -0.8050139554275756
82162.xml -0.8192342285678086
19411.xml -0.8201081133470752
