86751.xml 5.741809437685539
43886.xml 3.6437851674756088
58143.xml 2.4696222674085795
83364.xml 2.0059086473338135
72821.xml 1.929925598746894
51258.xml 1.391633768910538
67535.xml 1.351433979104803
85393.xml 1.3209847804059442
11360.xml 0.961514187961124
11342.xml 0.8682885837271166
15746.xml 0.7811391913237029
72826.xml 0.7462529254185437
9660.xml 0.5833640523906785
73475.xml 0.5373167941391558
72899.xml 0.5166812720141167
47225.xml 0
64685.xml 0
71186.xml 0
55197.xml -0.18442609443984193
21791.xml -0.7097356666662856
24350.xml -1.1703288580624416
24827.xml -1.235072019451045
83946.xml -1.4190811475930216
75593.xml -1.4323464839258981
46494.xml -1.464512275529548
20126.xml -1.574441941746135
83332.xml -1.6265219687151393
83913.xml -1.6286857003647401
75465.xml -1.7366223218246204
46509.xml -1.8482787928818458
83185.xml -1.976492858961677
82927.xml -2.228362426464723
11669.xml -2.3112033899514492
76669.xml -2.444623739664728
83958.xml -2.6749834372308348
83312.xml -2.6885738901903298
83266.xml -2.786959633677765
73037.xml -2.8540730475773683
41297.xml -2.8797147963588805
58426.xml -2.979136795099678
78782.xml -3.092903290217068
83336.xml -3.2308586643373483
72895.xml -3.2437012947060317
49804.xml -3.316180827457308
83339.xml -3.319592961261841
16900.xml -3.3416945670667695
63773.xml -3.346150997428075
8369.xml -3.4029554894121783
82198.xml -3.4151602954587537
64275.xml -3.436464299864268
58611.xml -3.569987369423955
83880.xml -3.5918001076673916
86881.xml -3.595553168026318
35148.xml -3.7261115110110214
44081.xml -3.774712816605013
75487.xml -3.9925127787024994
83268.xml -4.0753478423138
67400.xml -4.085315988147389
83428.xml -4.091696372049399
83427.xml -4.097627963653807
81788.xml -4.186305476084243
75590.xml -4.330164267540194
24499.xml -4.468685152948154
22696.xml -4.939273032009433
22875.xml -5.064485407301367
55879.xml -5.083187627253838
75714.xml -5.092147076189548
31459.xml -5.1032064881311
16655.xml -5.19943115944489
16727.xml -5.266850145267763
9413.xml -5.438915492529549
3142.xml -5.543878031411884
