82244.xml 2.479520588419721
21738.xml 0.15836940421560008
86184.xml -0.41051678501714206
27378.xml -0.5809101132240754
36575.xml -0.7102114632875055
76651.xml -0.7770507597786442
33147.xml -1.1856009710664384
33155.xml -1.215313180485508
8796.xml -1.7182115983128086
60586.xml -1.8241999258207624
69370.xml -2.1285102171573835
18536.xml -2.1872113283419887
33759.xml -2.4899451115100018
17654.xml -2.9229072762865513
14501.xml -3.016670061049153
12097.xml -3.1247545587377625
15211.xml -3.1247545587377625
48364.xml -3.3699655746619377
8169.xml -3.7533285332284194
29892.xml -4.129075366964501
52836.xml -4.150533570208939
79732.xml -4.22531021830532
68048.xml -4.264792378600244
29910.xml -4.496166690563242
16169.xml -4.500000896064692
14504.xml -4.717778708698735
29248.xml -4.779193853278597
50193.xml -4.827090500156794
14506.xml -4.86035794497543
29916.xml -4.921613954513206
11606.xml -4.9225414767522535
14507.xml -5.031432368853818
29984.xml -5.108737117671777
17371.xml -5.1184552261569705
45721.xml -5.570545031309283
14502.xml -5.751143323711172
15641.xml -5.752538307121857
29271.xml -5.907156551292584
40278.xml -5.935663486444195
44236.xml -5.9405823110852385
29200.xml -5.954135065316413
45707.xml -5.980233403557847
29895.xml -6.008141223094495
17688.xml -6.1542741990016365
12850.xml -6.158512050503415
14505.xml -6.173976307947653
29196.xml -6.222622585043007
22862.xml -6.234437510210025
28622.xml -6.272914444052646
29958.xml -6.359471672176364
17305.xml -6.494570709428375
17653.xml -6.681746465682833
14503.xml -6.690191294815438
45735.xml -6.794124521511202
86381.xml -6.825589889685637
41461.xml -6.842876018596785
17652.xml -6.869838581610012
14512.xml -6.90736004223694
43860.xml -6.909913470389499
17361.xml -6.940839274285912
17318.xml -7.012190814854609
17647.xml -7.02289346949315
11106.xml -7.27129217889065
27970.xml -7.295184430573998
29684.xml -7.444450493808239
32472.xml -7.504960222774379
26068.xml -7.600695029205393
17648.xml -7.6266400120689335
7773.xml -7.630553993603549
19028.xml -7.751520519832283
54291.xml -7.792578651839059
3781.xml -7.800511491542043
17317.xml -7.8375642901782205
7057.xml -7.847662777844225
67785.xml -7.851162156037477
4300.xml -7.872545150768685
17651.xml -7.895844525970976
17278.xml -7.912444501782972
41447.xml -7.922981511772166
14673.xml -8.026011042210108
21077.xml -8.05902149251567
32232.xml -8.097268877257505
28025.xml -8.123627226670925
18525.xml -8.194591787201338
35017.xml -8.23095208078788
19026.xml -8.276197547829423
17687.xml -8.309954846117984
35545.xml -8.395707516521632
26072.xml -8.414266340399093
22691.xml -8.451015898987114
6299.xml -8.457512652690216
18001.xml -8.58748515879165
51917.xml -8.603877108143392
6237.xml -8.671421471628378
17689.xml -8.98490192458472
