82440.xml	0.35272670534333816
36398.xml	0.26424563046213223
77181.xml	0.26237376416686764
63648.xml	0.2580280851545219
77124.xml	0.2549891487822522
29928.xml	0.24761347360996686
61777.xml	0.24684435240216177
33285.xml	0.24437376416686762
33229.xml	0.24370709750020095
29390.xml	0.2427494547746024
74003.xml	0.2395598106784955
67613.xml	0.23704043083353424
77719.xml	0.23124332938425887
66693.xml	0.22875885733456944
74497.xml	0.2241342098493189
27921.xml	0.2239451927382962
44101.xml	0.2235652535285698
16007.xml	0.22037376416686763
29922.xml	0.21999208477755458
17450.xml	0.21691754296871094
27441.xml	0.2159877992545869
27402.xml	0.213750387543491
27845.xml	0.21251499423520473
56691.xml	0.20883530262840608
48893.xml	0.20857601135787882
86421.xml	0.20633435529987257
59813.xml	0.20370709750020097
86492.xml	0.2035545421989042
33736.xml	0.20297044924974056
27911.xml	0.20216567168131847
83609.xml	0.19717114978778266
6661.xml	0.1956484894415929
64153.xml	0.18598838210706697
24789.xml	0.18472065924181405
30473.xml	0.18168598136143777
12919.xml	0.17989757369067713
80840.xml	0.17818626416686761
67058.xml	0.1749192187123222
13217.xml	0.1733588387937333
84758.xml	0.17250142374133567
23293.xml	0.14971260714207427
15581.xml	0.14948126923786154
15582.xml	0.14948126923786154
34675.xml	0.1389451927382962
76092.xml	0.13763040133500926
58581.xml	0.13728826230813157
76089.xml	0.12639342018652366
75754.xml	0.12402082299039703
41481.xml	0.12114299493609838
73146.xml	0.11869591181787435
58800.xml	0.11481820861131205
45740.xml	0.1137472581427712
63415.xml	0.11361700741011088
64694.xml	0.11297731446272562
55718.xml	0.11211289460165023
10397.xml	0.10446467325777671
10398.xml	0.10446467325777671
81325.xml	0.09877613103077296
70409.xml	0.09811942890675203
81420.xml	0.09390317593157349
49752.xml	0.08993898155817197
46876.xml	0.07633170809210126
