13057.xml	9.149222479270545
28923.xml	7.115456677449112
18706.xml	6.945265994666303
75763.xml	6.9334205189281874
52020.xml	6.927497824366849
22382.xml	6.2703674280469155
47049.xml	5.821407981150748
67433.xml	5.479228585654416
66338.xml	5.425194193577571
83678.xml	5.3694605278867265
46968.xml	5.346704926586938
67275.xml	5.267502260229335
18798.xml	5.15026495198161
82415.xml	5.1391120262315715
46485.xml	5.117845710623108
45422.xml	5.104992005464137
72821.xml	4.871540205179775
35292.xml	4.487242845755357
64275.xml	4.297010372098676
75463.xml	4.181118813371923
25174.xml	3.991168803993235
16727.xml	3.95522971776134
83428.xml	3.868151326132792
29728.xml	3.845574202319731
33391.xml	3.8066919919164435
18345.xml	3.7793969214635355
48265.xml	3.768588179376442
54296.xml	3.7365297421787487
16139.xml	3.6689070469259044
53560.xml	3.653647956926919
17857.xml	3.648589760320497
83268.xml	3.648589760320497
50142.xml	3.584085161360078
58553.xml	3.5743632652468063
7773.xml	3.5124342442046976
2323.xml	3.4571437015305144
4053.xml	3.4571437015305144
20785.xml	3.421240351225771
17369.xml	3.4079681079336748
20156.xml	3.368762124790111
19781.xml	3.3262445491184494
75389.xml	3.3136977686916063
53523.xml	3.2929954967877304
74003.xml	3.28069783357412
13518.xml	3.2483486866748335
39110.xml	3.224502410490865
2451.xml	3.212710084701906
39149.xml	3.1971205014669026
18859.xml	3.1855272420120913
21089.xml	3.181681483625723
