64800.xml 1.9599446008581405
39184.xml -2.114775966826259
24062.xml -5.333956568934867
20830.xml -7.649166198565658
78091.xml -8.431055624477143
71759.xml -8.971252815111622
78092.xml -9.313814245575513
25918.xml -9.326927703885854
75135.xml -9.679882628769713
62781.xml -10.391259443909576
75338.xml -10.548628261618898
48981.xml -10.589081255661878
22769.xml -10.833312713427718
69629.xml -10.988629159021617
21903.xml -11.580280260062352
16241.xml -11.651021973963946
71948.xml -11.864762960335108
21067.xml -11.910464459667976
71406.xml -11.937194937209656
26947.xml -12.092561648028749
43393.xml -12.179800402500854
3149.xml -12.198628842317154
69633.xml -12.366983181569001
23947.xml -12.532163863381678
3156.xml -12.534621673461764
45819.xml -12.71951701464571
2786.xml -12.92367760372543
36959.xml -12.984231638225076
86836.xml -13.003423621694685
39652.xml -13.008921661535469
11627.xml -13.08629545419065
34178.xml -13.150703863627431
47783.xml -13.158173797703869
12555.xml -13.170230359027995
4527.xml -13.39108995512501
45828.xml -13.411288718967288
10994.xml -13.619483347586518
32907.xml -13.658308509519177
15861.xml -13.7812186252906
33737.xml -13.874622351474146
57033.xml -13.896463180254072
47759.xml -13.953358041970368
22083.xml -14.00430059142169
67460.xml -14.00430059142169
81047.xml -14.011509137982038
49144.xml -14.017148295185319
49288.xml -14.34158498329283
15690.xml -14.539413445513581
39712.xml -14.861512874675704
49328.xml -14.903501458889322
24271.xml -14.923751300643907
55400.xml -15.023262043201305
23601.xml -15.194971828643835
9980.xml -15.573009289118513
