38452.xml 3.8266342599977854
60810.xml 3.670882170843096
18879.xml 3.367454499752153
18405.xml 2.3933584980098335
5723.xml 2.3744450925677234
57956.xml 1.74131050164155
55340.xml 1.6866647288682557
25303.xml 1.6298906356712628
58634.xml 1.5584267573493364
37685.xml 1.5109370624884515
24474.xml 1.3986175187367718
38330.xml 1.3590421252530467
26700.xml 1.2140754943269532
20834.xml 1.162659960644121
28014.xml 1.1489002496215868
39347.xml 0.8271567067950988
21110.xml 0.686432006653338
58581.xml 0.5891893951223042
78708.xml 0.5190820571287209
72354.xml 0.5126604989142924
84591.xml 0
28789.xml -0.04115449539814879
34622.xml -0.12506396656616303
34534.xml -0.1285931896742045
16921.xml -0.1371149345093659
