82908.xml	7.067190453682971
26648.xml	6.3187685854258175
82162.xml	3.537241267790322
81465.xml	3.4506488375101285
81462.xml	3.158310490240896
78580.xml	2.484273753435176
78572.xml	1.8413810977259917
39907.xml	1.6978346824516497
78574.xml	1.6250188118242215
76408.xml	1.311684199773594
19885.xml	1.2904357449621655
64482.xml	1.1320222575365015
79548.xml	1.032370232145699
83267.xml	0.7989775985156691
80285.xml	0.7973148207589684
80283.xml	0.5947885270948923
80290.xml	0.33470790225929153
76403.xml	0.3293439020101037
53361.xml	0.3147709252407989
19411.xml	0.30795759300450326
85411.xml	0.29330667604501237
19409.xml	0.29237935666242276
79565.xml	0.26972792920301464
83810.xml	0.2454335602436106
83868.xml	0.23970797837458896
50614.xml	0.23044927405852084
85997.xml	0.22705444981143047
19408.xml	0.2195092362776489
75435.xml	0.20004141884917404
75433.xml	0.19134927844464727
75429.xml	0.1878510857309796
75431.xml	0.18596235763650515
19417.xml	0
19420.xml	0
23349.xml	0
23361.xml	0
3148.xml	0
53269.xml	0
54538.xml	0
6318.xml	0
64772.xml	0
67327.xml	0
76411.xml	0
78577.xml	0
78582.xml	0
79552.xml	0
80280.xml	0
80282.xml	0
82188.xml	0
82191.xml	0
85535.xml	0
